31, 32, 31, 32, 30, 31, 30, 29, 30, 29, 30, 30, 2043, 14
31, 31, 32, 31, 31, 31, 30, 29, 29, 30, 30, 30, 2042, 14
31, 31, 32, 31, 31, 31, 29, 30, 29, 30, 29, 31, 2041, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 30, 30, 30, 2040, 13
30, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 2039, 15
31, 31, 32, 31, 31, 31, 30, 29, 30, 30, 30, 30, 2038, 14
31, 31, 32, 31, 31, 30, 30, 30, 29, 30, 30, 30, 2037, 14
30, 32, 31, 32, 31, 30, 30, 30, 29, 30, 30, 30, 2036, 14
30, 31, 32, 32, 31, 30, 30, 30, 29, 30, 30, 30, 2035, 15
31, 31, 32, 31, 31, 31, 30, 30, 29, 30, 30, 30, 2034, 14
30, 32, 31, 32, 31, 30, 30, 30, 29, 30, 30, 30, 2033, 14
30, 32, 31, 32, 31, 30, 30, 30, 29, 30, 30, 30, 2032, 14
30, 31, 32, 32, 30, 31, 30, 30, 29, 30, 30, 30, 2031, 15
31, 31, 32, 31, 31, 31, 30, 29, 30, 30, 30, 30, 2030, 14
30, 32, 31, 32, 31, 30, 30, 30, 29, 30, 30, 30, 2029, 14
31, 32, 31, 32, 30, 31, 30, 30, 29, 30, 30, 30, 2028, 13
31, 31, 32, 31, 31, 30, 30, 30, 29, 30, 30, 30, 2027, 14
31, 31, 32, 31, 31, 30, 30, 30, 29, 30, 30, 30, 2026, 14
31, 31, 32, 31, 31, 30, 30, 30, 29, 30, 30, 30, 2025, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 2024, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 30, 2023, 14
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 2022, 14
31, 31, 31, 32, 31, 31, 30, 29, 30, 29, 30, 30, 2021, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 2020, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 30, 2019, 14
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 2018, 14
31, 31, 31, 32, 31, 31, 30, 29, 30, 29, 30, 30, 2017, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 2016, 13
31, 32, 31, 32, 31, 30, 30, 29, 30, 29, 30, 30, 2015, 14
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 2014, 14
31, 31, 31, 32, 31, 31, 29, 30, 30, 29, 30, 30, 2013, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 2012, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 2011, 14
