31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 2010, 14
31, 31, 31, 32, 31, 31, 29, 30, 30, 29, 29, 31, 2009, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 2008, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 2007, 14
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 2006, 14
31, 31, 31, 32, 31, 31, 29, 30, 29, 30, 29, 31, 2005, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 2004, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 2003, 14
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 2002, 14
30, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 2001, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 2000, 13
31, 31, 32, 31, 32, 30, 30, 29, 30, 29, 30, 30, 1999, 14
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1998, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 1997, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 30, 1996, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1995, 14
31, 31, 31, 32, 31, 31, 30, 29, 30, 29, 30, 30, 1994, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 1993, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 30, 1992, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1991, 14
31, 31, 31, 32, 31, 31, 30, 29, 30, 29, 30, 30, 1990, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1989, 13
31, 32, 31, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1988, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1987, 14
31, 31, 31, 32, 31, 31, 29, 30, 30, 29, 30, 30, 1986, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1985, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1984, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1983, 14
31, 31, 31, 32, 31, 31, 29, 30, 30, 29, 30, 30, 1982, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1981, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1980, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1979, 14
30, 32, 31, 32, 31, 31, 29, 30, 30, 29, 29, 31, 1978, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1977, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1976, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1975, 14
30, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 1974, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1973, 13
31, 31, 32, 31, 32, 30, 30, 29, 30, 29, 30, 30, 1972, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1971, 14
30, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 1970, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1969, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1968, 13
31, 31, 31, 32, 31, 31, 30, 29, 30, 29, 30, 30, 1967, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 1966, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 30, 1965, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1964, 13
31, 31, 31, 32, 31, 31, 30, 29, 30, 29, 30, 30, 1963, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 1962, 13
31, 32, 31, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1961, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1960, 13
31, 31, 31, 32, 31, 31, 29, 30, 30, 29, 30, 30, 1959, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1958, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1957, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1956, 13
31, 31, 31, 32, 31, 31, 29, 30, 30, 29, 30, 30, 1955, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1954, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1953, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1952, 13
31, 31, 31, 32, 31, 31, 29, 30, 30, 29, 29, 31, 1951, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1950, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1949, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1948, 13
30, 32, 31, 32, 31, 30, 30, 30, 30, 29, 29, 31, 1947, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1946, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1945, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1944, 13
30, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 1943, 14
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1942, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1941, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1940, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 1939, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 30, 1938, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1937, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1936, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 1935, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 30, 1934, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1933, 13
31, 31, 31, 32, 31, 31, 29, 30, 30, 29, 30, 30, 1932, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1931, 13
31, 32, 31, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1930, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1929, 13
31, 31, 31, 32, 31, 31, 29, 30, 30, 29, 30, 30, 1928, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1927, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1926, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1925, 13
31, 31, 31, 32, 31, 31, 29, 30, 30, 29, 30, 30, 1924, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1923, 13
31, 31, 32, 32, 31, 30, 30, 29, 30, 29, 30, 30, 1922, 13
31, 31, 32, 31, 31, 31, 30, 29, 30, 29, 30, 30, 1921, 13
30, 32, 31, 32, 31, 30, 30, 30, 29, 30, 29, 31, 1920, 13
31, 32, 31, 32, 31, 30, 30, 30, 29, 29, 30, 31, 1919, 13

